xB,mu_A_raw,mu_B_raw,mu_GP0_raw,minus_Delta_mu_r_GP_raw,mu_B_minus_mu_A_raw
0.13066066066066065,-152929.0454675394,-143938.35914311107,-150351.39498393127,569.0897299417993,8990.68632442833
0.13115115115115114,-152928.3318698778,-143943.09674806005,-150351.39498393127,567.8954066896986,8985.235121817735
0.13164164164164163,-152927.60584542275,-143947.8961524042,-150351.39498393127,566.6875310650212,8979.70969301855
0.13213213213213212,-152926.86739612996,-143952.7567911705,-150351.39498393127,565.4662995371036,8974.110604959453
0.13262262262262262,-152926.11652395845,-143957.67810566636,-150351.39498393127,564.231906375062,8968.438418292091
0.1331131131131131,-152925.35323087062,-143962.65954338628,-150351.39498393127,562.9845436801552,8962.693687484338
0.1336036036036036,-152924.57751883214,-143967.70055792123,-150351.39498393127,561.724401417945,8956.876960910915
0.1340940940940941,-152923.78938981198,-143972.80060886926,-150351.39498393127,560.4516674492625,8950.988780942716
0.13458458458458458,-152922.9888457826,-143977.95916174748,-150351.39498393127,559.1665275609703,8945.029684035107
0.13507507507507507,-152922.1758887196,-143983.17568790633,-150351.39498393127,557.8691654963186,8939.000200813258
0.13556556556556557,-152921.35052060214,-143988.44966444466,-150351.39498393127,556.5597629842523,8932.900856157474
0.13605605605605606,-152920.5127434127,-143993.78057412698,-150351.39498393127,555.2384997685731,8926.732169285708
0.13654654654654655,-152919.66255913707,-143999.16790530155,-150351.39498393127,553.9055536366359,8920.494653835514
